100 	
8	11
0	15	2954	2954	7	
1	196	20081	20081	3	
0	142	25480	25480	7	
1	153	12757	12757	5	
0	95	12334	12334	3	
1	167	3433	3433	7	
1	35	4469	4469	6	
0	83	2109	2109	10	
0	182	18967	18967	7	
1	159	615	615	10	
1	135	16588	16588	7	
0	65	2792	2792	4	
0	197	23758	23758	8	
1	139	4403	4403	6	
0	59	2949	2949	1	
1	91	8064	8064	8	
0	171	13195	13195	8	
1	187	16299	16299	10	
1	93	14346	14346	5	
0	51	294	294	6	
0	19	3317	3317	5	
0	116	21948	21948	1	
1	111	2884	2884	6	
1	62	11161	11161	6	
0	54	5455	5455	3	
1	125	21295	21295	4	
0	41	2189	2189	9	
0	27	2328	2328	2	
0	126	11380	11380	3	
1	23	360	360	10	
1	134	14216	14216	1	
0	22	3901	3901	3	
0	186	4646	4646	7	
0	15	1807	1807	9	
0	71	9841	9841	4	
0	100	21	21	4	
1	173	28819	28819	10	
1	173	20731	20731	4	
1	182	9061	9061	7	
1	167	16190	16190	4	
0	142	27483	27483	1	
1	60	8737	8737	7	
0	35	1728	1728	3	
1	198	4091	4091	9	
1	48	4363	4363	2	
0	31	5607	5607	6	
1	99	12265	12265	3	
0	190	12370	12370	1	
1	8	631	631	7	
0	141	21261	21261	6	
1	187	11817	11817	3	
0	180	21460	21460	2	
1	156	30009	30009	9	
0	152	26925	26925	6	
1	89	16588	16588	8	
0	137	15385	15385	1	
1	150	14129	14129	6	
1	18	1188	1188	7	
1	171	32990	32990	10	
1	192	1430	1430	8	
0	45	3092	3092	10	
1	160	30277	30277	3	
1	196	136	136	6	
0	7	114	114	8	
0	177	7275	7275	4	
0	127	8723	8723	5	
1	176	29811	29811	4	
1	107	18901	18901	8	
1	6	822	822	4	
0	131	1783	1783	5	
0	128	13784	13784	8	
1	112	19022	19022	7	
1	26	3731	3731	3	
0	194	3307	3307	9	
1	200	9408	9408	6	
0	34	1445	1445	7	
0	20	3992	3992	8	
0	85	11888	11888	2	
0	52	8489	8489	10	
0	14	2606	2606	3	
1	106	4318	4318	6	
1	39	1597	1597	9	
1	108	14145	14145	1	
0	113	3721	3721	5	
0	102	10867	10867	10	
1	64	779	779	10	
1	100	4186	4186	6	
1	170	33119	33119	8	
0	136	4616	4616	6	
0	172	7440	7440	10	
0	104	13639	13639	8	
0	22	3535	3535	8	
1	74	3324	3324	9	
0	110	5364	5364	9	
0	74	8024	8024	9	
1	96	13870	13870	6	
0	86	13109	13109	5	
0	98	15949	15949	10	
0	126	14879	14879	5	
0	26	735	735	1	
