80 	
24	51
0	167	8586	8586	1	
1	166	15139	15139	7	
1	165	3845	3845	8	
0	175	16994	16994	1	
1	30	1372	1372	3	
1	14	124	124	6	
1	73	1302	1302	6	
1	154	11274	11274	2	
1	166	14768	14768	8	
0	90	12732	12732	9	
0	38	82	82	9	
1	155	6193	6193	1	
1	70	995	995	4	
0	59	8431	8431	10	
1	92	9309	9309	4	
0	102	14683	14683	6	
0	177	5280	5280	7	
1	15	2335	2335	9	
1	39	3606	3606	7	
0	162	928	928	10	
1	70	3219	3219	2	
1	154	15286	15286	9	
1	189	2861	2861	1	
1	154	11274	11274	5	
1	83	3164	3164	1	
0	124	4551	4551	10	
1	81	8398	8398	1	
1	141	12302	12302	7	
0	110	8650	8650	8	
0	190	19841	19841	1	
1	73	568	568	5	
0	141	9378	9378	5	
1	200	5181	5181	6	
1	196	27402	27402	1	
0	151	15709	15709	8	
1	17	667	667	9	
0	190	28864	28864	10	
1	174	14008	14008	9	
1	18	1771	1771	2	
0	15	157	157	2	
0	113	13299	13299	4	
1	189	21239	21239	3	
0	197	12343	12343	7	
1	148	320	320	5	
1	20	2748	2748	10	
0	185	6004	6004	10	
1	84	6309	6309	7	
0	162	16267	16267	4	
1	137	6428	6428	10	
1	126	10946	10946	9	
0	39	5189	5189	9	
0	46	718	718	10	
0	187	26037	26037	4	
1	174	27393	27393	1	
1	22	3506	3506	8	
0	9	698	698	8	
1	94	9978	9978	1	
0	145	18830	18830	6	
0	98	9607	9607	10	
1	112	2049	2049	6	
1	169	7557	7557	10	
1	28	4422	4422	8	
0	26	591	591	2	
0	115	4824	4824	7	
0	142	17081	17081	6	
1	15	768	768	4	
1	152	13399	13399	5	
1	154	8172	8172	1	
0	120	6249	6249	9	
1	196	26740	26740	7	
1	10	1348	1348	1	
0	26	2606	2606	5	
0	159	23745	23745	1	
0	186	3261	3261	10	
1	189	18228	18228	3	
1	70	9607	9607	4	
0	6	656	656	10	
1	97	10921	10921	8	
1	97	583	583	6	
1	175	10585	10585	6	
