200 	
10	35
0	73	6030	6030	4	
1	69	2808	2808	10	
1	60	5061	5061	9	
1	6	528	528	8	
0	181	5267	5267	6	
1	47	2534	2534	1	
0	51	2606	2606	3	
1	93	71	71	1	
1	106	4449	4449	8	
0	162	14431	14431	9	
0	95	273	273	9	
0	111	7140	7140	9	
1	166	13913	13913	4	
0	146	11543	11543	3	
1	105	978	978	2	
1	176	5487	5487	2	
0	79	7372	7372	1	
1	42	712	712	7	
1	177	10490	10490	6	
0	68	4307	4307	10	
0	137	963	963	10	
1	187	16218	16218	2	
0	18	1651	1651	7	
1	174	9542	9542	5	
0	51	2636	2636	9	
1	59	4210	4210	8	
1	7	276	276	6	
1	27	222	222	1	
1	42	2338	2338	1	
0	189	13918	13918	10	
1	162	10458	10458	7	
1	176	11257	11257	7	
1	180	1547	1547	4	
0	142	9051	9051	10	
1	31	1313	1313	3	
1	58	202	202	6	
0	114	3927	3927	9	
1	147	13437	13437	9	
0	92	4830	4830	7	
1	116	6516	6516	5	
0	60	4397	4397	1	
0	176	11457	11457	5	
0	18	733	733	7	
1	137	11284	11284	6	
1	154	8607	8607	1	
0	5	107	107	9	
0	86	3772	3772	1	
0	25	105	105	8	
0	109	4473	4473	3	
1	40	1637	1637	3	
1	8	788	788	2	
1	92	1303	1303	7	
0	87	5212	5212	2	
0	90	126	126	5	
1	83	3799	3799	7	
1	182	11753	11753	8	
0	89	6192	6192	9	
1	174	2363	2363	10	
1	192	17587	17587	4	
1	178	7694	7694	8	
0	63	3946	3946	7	
0	55	1724	1724	1	
1	84	5619	5619	1	
1	155	4057	4057	3	
0	194	9530	9530	7	
0	189	6282	6282	4	
1	12	1106	1106	4	
0	142	898	898	9	
0	81	6050	6050	4	
0	153	10476	10476	9	
1	120	836	836	9	
1	11	1026	1026	4	
1	137	7377	7377	4	
0	115	8087	8087	3	
0	88	3038	3038	4	
0	181	15359	15359	1	
1	147	13526	13526	4	
0	55	3381	3381	4	
0	164	9141	9141	3	
1	145	13773	13773	9	
0	48	4100	4100	10	
1	153	11401	11401	7	
1	143	2307	2307	4	
1	157	15036	15036	7	
1	94	3506	3506	1	
1	162	7364	7364	1	
1	149	9846	9846	5	
0	160	3128	3128	4	
1	95	6854	6854	6	
1	51	4854	4854	6	
0	141	10394	10394	8	
1	145	10373	10373	7	
1	169	10246	10246	1	
0	162	8508	8508	7	
0	41	1374	1374	7	
0	90	2725	2725	8	
1	177	1451	1451	10	
0	37	893	893	10	
1	111	2165	2165	2	
1	47	1725	1725	6	
1	44	2374	2374	4	
0	50	1458	1458	6	
1	121	6639	6639	8	
1	176	15216	15216	5	
0	173	1914	1914	7	
1	18	1797	1797	9	
1	7	687	687	3	
1	146	8517	8517	3	
1	143	9105	9105	2	
1	38	2657	2657	7	
0	49	964	964	5	
1	2	35	35	7	
0	176	12430	12430	7	
0	16	348	348	2	
0	18	18	18	4	
0	109	6118	6118	7	
1	116	6714	6714	9	
0	131	12159	12159	8	
1	44	1981	1981	1	
0	138	7019	7019	8	
1	81	6767	6767	2	
1	122	11388	11388	5	
0	11	623	623	8	
0	172	11208	11208	9	
1	64	1535	1535	6	
0	80	3369	3369	5	
0	7	415	415	4	
1	103	2857	2857	10	
1	150	5871	5871	4	
0	82	868	868	10	
0	114	10371	10371	1	
1	182	12522	12522	7	
1	108	1627	1627	7	
1	122	7704	7704	8	
1	190	18778	18778	4	
1	5	10	10	10	
1	71	1865	1865	1	
0	25	1872	1872	5	
1	190	17322	17322	2	
0	55	1528	1528	2	
1	156	12181	12181	9	
1	132	3527	3527	7	
1	29	1624	1624	9	
0	196	16608	16608	10	
0	193	5225	5225	1	
0	37	1240	1240	6	
0	120	10216	10216	5	
0	32	1044	1044	1	
1	113	6246	6246	7	
0	39	2961	2961	5	
0	181	934	934	9	
0	157	4801	4801	4	
1	120	10421	10421	7	
0	197	14675	14675	3	
0	198	18249	18249	7	
1	67	2497	2497	5	
0	24	1892	1892	8	
1	147	9042	9042	1	
0	170	8814	8814	9	
0	186	9238	9238	5	
0	64	5014	5014	8	
1	18	703	703	5	
1	146	14195	14195	4	
0	119	9619	9619	9	
1	79	55	55	1	
1	88	1944	1944	3	
0	42	561	561	3	
0	50	2730	2730	5	
0	35	1493	1493	2	
1	117	9340	9340	1	
0	110	6953	6953	8	
1	31	2987	2987	10	
1	173	8064	8064	5	
1	114	7430	7430	10	
1	192	8121	8121	5	
0	48	4179	4179	6	
1	200	8747	8747	1	
0	38	81	81	10	
0	90	7593	7593	4	
0	3	33	33	5	
0	101	267	267	10	
0	5	169	169	10	
0	199	13193	13193	4	
1	178	1478	1478	6	
1	84	6112	6112	2	
0	58	1604	1604	3	
1	152	4049	4049	7	
1	127	4841	4841	10	
0	1	20	20	5	
0	81	7516	7516	3	
0	4	82	82	6	
1	154	7065	7065	2	
1	124	1708	1708	5	
1	179	17809	17809	8	
1	9	598	598	3	
1	38	3756	3756	9	
1	161	6263	6263	9	
0	194	3269	3269	3	
0	128	11358	11358	4	
1	67	1846	1846	3	
