100 	
9	10
0	169	9448	9448	2	
0	21	850	850	3	
1	185	462	462	10	
0	89	12539	12539	10	
1	26	3030	3030	6	
0	183	20555	20555	6	
1	173	18831	18831	4	
0	17	1288	1288	3	
1	104	12677	12677	10	
0	88	8950	8950	7	
1	165	22273	22273	7	
0	179	13448	13448	4	
1	38	1456	1456	1	
0	27	1575	1575	5	
0	132	16645	16645	2	
0	32	3879	3879	1	
1	138	2425	2425	6	
1	115	3907	3907	1	
0	200	4819	4819	5	
1	164	17347	17347	6	
1	116	5523	5523	9	
0	112	7330	7330	4	
0	88	4708	4708	9	
1	143	2589	2589	9	
1	163	10118	10118	1	
1	157	23485	23485	9	
0	16	1353	1353	2	
0	46	5003	5003	10	
0	48	778	778	7	
0	61	1176	1176	10	
0	176	22942	22942	2	
1	171	8432	8432	5	
0	170	2552	2552	7	
1	49	2505	2505	5	
0	75	5293	5293	1	
1	115	5950	5950	4	
1	64	2147	2147	10	
1	32	262	262	1	
0	187	25826	25826	10	
0	70	6217	6217	1	
0	94	13184	13184	4	
1	118	9765	9765	9	
0	58	2520	2520	5	
1	59	2267	2267	10	
0	98	10639	10639	6	
1	6	547	547	9	
1	192	18661	18661	7	
1	196	18259	18259	3	
0	127	2279	2279	7	
1	6	46	46	1	
1	93	13352	13352	1	
0	47	644	644	5	
0	187	25945	25945	1	
1	32	2963	2963	6	
1	148	497	497	8	
1	119	11021	11021	1	
1	180	22495	22495	1	
1	133	118	118	3	
1	145	1127	1127	1	
0	77	177	177	9	
1	70	5599	5599	6	
0	83	5346	5346	6	
0	106	398	398	1	
0	111	8884	8884	8	
0	80	1050	1050	4	
0	10	594	594	6	
0	25	109	109	8	
1	65	8022	8022	9	
1	156	17955	17955	8	
1	157	9053	9053	2	
1	181	20305	20305	9	
0	115	10019	10019	10	
0	92	12375	12375	2	
1	184	25407	25407	10	
0	156	20618	20618	10	
1	82	10034	10034	3	
1	31	3843	3843	6	
1	111	5058	5058	1	
1	51	1865	1865	10	
0	106	3095	3095	8	
0	146	11276	11276	4	
0	125	7138	7138	7	
1	43	2091	2091	7	
0	49	1987	1987	8	
0	10	1127	1127	2	
0	64	8609	8609	2	
0	68	1078	1078	1	
1	99	14253	14253	8	
0	125	1155	1155	8	
0	74	1296	1296	8	
0	2	188	188	5	
1	75	2314	2314	2	
1	64	2126	2126	5	
1	104	6358	6358	8	
1	141	9391	9391	3	
1	116	16484	16484	8	
0	154	22989	22989	5	
1	118	14029	14029	6	
0	15	1223	1223	8	
0	112	9406	9406	10	
