140 	
1	30
1	153	6291	6291	5	
1	192	12086	12086	9	
0	165	324	324	3	
1	94	2056	2056	3	
0	189	6886	6886	3	
1	12	785	785	1	
0	110	6128	6128	2	
1	4	39	39	1	
0	15	729	729	7	
0	59	4049	4049	5	
1	147	8968	8968	9	
0	7	148	148	6	
0	151	8688	8688	10	
1	5	300	300	10	
0	5	127	127	8	
0	169	210	210	7	
1	131	7242	7242	6	
1	159	2239	2239	9	
0	177	10019	10019	1	
1	72	3443	3443	4	
1	194	5837	5837	5	
1	30	1553	1553	5	
0	184	769	769	8	
1	78	3149	3149	6	
1	44	1965	1965	3	
1	32	2073	2073	3	
0	137	4040	4040	5	
0	4	1	1	10	
1	2	104	104	7	
1	16	253	253	1	
0	118	4577	4577	3	
1	190	8033	8033	1	
0	17	124	124	8	
0	8	207	207	3	
1	60	707	707	10	
0	170	6420	6420	8	
1	127	6530	6530	2	
1	84	2077	2077	8	
0	86	4320	4320	9	
0	150	7965	7965	8	
0	130	4614	4614	8	
1	166	8141	8141	6	
0	4	205	205	10	
1	21	352	352	5	
1	59	953	953	10	
0	100	6369	6369	2	
0	36	1487	1487	5	
0	90	4492	4492	5	
0	65	656	656	3	
0	60	1865	1865	10	
0	34	745	745	3	
0	192	952	952	2	
1	89	5065	5065	2	
1	120	3100	3100	2	
0	169	10765	10765	7	
1	151	9473	9473	8	
0	28	20	20	5	
1	80	269	269	9	
0	135	7960	7960	5	
0	42	483	483	9	
1	78	500	500	5	
0	23	1315	1315	9	
1	190	3344	3344	5	
0	68	195	195	6	
0	138	2523	2523	6	
0	167	9742	9742	4	
1	75	4938	4938	4	
1	68	1836	1836	4	
0	73	658	658	3	
0	181	1135	1135	1	
0	50	3384	3384	2	
0	83	3623	3623	8	
0	66	846	846	3	
0	80	917	917	2	
1	133	9058	9058	9	
1	166	10635	10635	8	
0	80	3849	3849	7	
0	74	2985	2985	2	
1	37	1613	1613	2	
1	119	4622	4622	2	
1	187	3397	3397	2	
1	53	842	842	3	
1	5	288	288	1	
1	81	3266	3266	6	
0	89	3285	3285	2	
1	44	2513	2513	4	
0	116	5026	5026	1	
1	168	8226	8226	2	
1	104	2105	2105	1	
0	78	5208	5208	9	
1	89	4245	4245	1	
1	51	2202	2202	9	
1	51	1374	1374	6	
1	23	388	388	5	
1	97	6399	6399	2	
1	155	5151	5151	8	
0	38	1026	1026	5	
1	39	1645	1645	5	
0	175	7757	7757	10	
1	66	3186	3186	4	
1	84	2846	2846	1	
0	45	2494	2494	7	
1	1	5	5	6	
0	48	1066	1066	3	
1	67	4248	4248	3	
1	187	8402	8402	5	
0	194	13002	13002	1	
0	93	6324	6324	4	
0	8	533	533	4	
0	69	1789	1789	6	
0	140	3419	3419	9	
0	187	10689	10689	3	
1	98	3085	3085	6	
1	137	221	221	9	
1	184	960	960	4	
0	106	4283	4283	5	
0	148	2898	2898	1	
1	51	1609	1609	10	
0	173	3897	3897	5	
0	56	639	639	7	
0	129	4529	4529	9	
1	168	10057	10057	6	
1	81	2041	2041	8	
1	167	9708	9708	8	
1	31	176	176	5	
1	189	4884	4884	8	
1	51	389	389	3	
0	22	1136	1136	5	
1	22	46	46	4	
1	129	979	979	5	
0	63	3495	3495	3	
1	71	1879	1879	3	
0	63	1427	1427	8	
1	32	232	232	7	
1	10	413	413	1	
0	91	6260	6260	6	
0	111	1869	1869	6	
1	171	4998	4998	7	
1	195	2699	2699	10	
1	91	2882	2882	2	
