200 	
4	13
0	75	5825	5825	1	
1	63	6620	6620	6	
1	55	4503	4503	10	
0	133	2854	2854	7	
1	118	22541	22541	5	
1	18	1405	1405	7	
0	95	5845	5845	9	
1	3	352	352	5	
1	53	4031	4031	5	
0	165	30493	30493	6	
0	121	7631	7631	10	
0	4	25	25	4	
1	92	17595	17595	1	
1	124	19586	19586	4	
1	189	5606	5606	1	
0	48	7185	7185	1	
0	127	10071	10071	4	
1	143	21790	21790	8	
1	34	4518	4518	2	
1	164	637	637	6	
0	147	24843	24843	6	
0	118	15909	15909	2	
0	185	35546	35546	6	
1	127	12231	12231	1	
0	45	1158	1158	2	
1	135	1200	1200	5	
0	93	5946	5946	4	
1	183	34416	34416	3	
1	57	19	19	9	
1	198	9214	9214	8	
1	71	207	207	3	
0	109	19764	19764	2	
1	131	11871	11871	10	
0	99	9622	9622	9	
0	90	6348	6348	6	
0	39	3856	3856	2	
1	1	189	189	2	
1	73	326	326	6	
0	163	9826	9826	3	
1	176	22398	22398	10	
1	75	3276	3276	10	
0	177	9741	9741	4	
0	181	22683	22683	1	
1	32	2152	2152	1	
0	149	21478	21478	3	
0	45	1315	1315	7	
0	66	1828	1828	2	
1	23	3153	3153	7	
0	28	5526	5526	1	
0	147	14325	14325	3	
1	99	10524	10524	3	
1	71	11017	11017	3	
1	31	5622	5622	4	
1	156	20407	20407	5	
1	66	4008	4008	9	
0	54	5099	5099	5	
0	192	23443	23443	3	
1	51	4498	4498	7	
0	115	16003	16003	5	
0	106	9198	9198	3	
0	35	2125	2125	8	
1	188	14890	14890	6	
0	140	2874	2874	2	
1	166	21024	21024	2	
0	131	24631	24631	8	
0	92	15390	15390	10	
1	197	35660	35660	3	
1	11	1456	1456	9	
1	4	80	80	10	
1	187	17752	17752	6	
1	97	12145	12145	7	
0	38	90	90	7	
0	179	3728	3728	7	
1	20	392	392	4	
0	178	16111	16111	7	
1	117	8119	8119	5	
0	156	24466	24466	6	
1	151	16804	16804	6	
1	24	1685	1685	6	
1	41	3209	3209	5	
0	177	17262	17262	9	
1	123	7547	7547	7	
1	4	323	323	6	
0	78	5877	5877	6	
0	128	19266	19266	4	
0	163	29333	29333	7	
1	20	2108	2108	2	
0	38	2604	2604	10	
1	146	5874	5874	1	
0	112	457	457	7	
0	107	1288	1288	9	
0	152	26636	26636	6	
0	151	24797	24797	1	
0	144	11904	11904	6	
1	85	14827	14827	9	
1	99	11590	11590	10	
0	3	374	374	7	
1	7	1050	1050	4	
1	166	28384	28384	4	
1	132	20406	20406	5	
0	124	1575	1575	10	
0	11	1270	1270	9	
0	96	16228	16228	4	
1	28	2785	2785	2	
1	15	1701	1701	6	
0	105	19189	19189	2	
1	157	10116	10116	7	
1	42	7866	7866	5	
1	53	3952	3952	2	
1	78	5441	5441	3	
0	120	12735	12735	10	
1	157	784	784	8	
1	123	7553	7553	8	
0	22	593	593	9	
1	193	24225	24225	9	
0	198	27191	27191	4	
1	29	5444	5444	3	
0	198	36327	36327	9	
1	123	19481	19481	4	
0	187	34237	34237	2	
0	55	6879	6879	4	
1	154	10895	10895	7	
1	84	2803	2803	7	
0	199	34135	34135	10	
1	150	795	795	5	
0	132	13970	13970	2	
1	18	1435	1435	4	
0	135	5207	5207	6	
0	32	494	494	4	
1	100	19687	19687	8	
1	162	21835	21835	2	
0	102	6188	6188	8	
1	19	374	374	6	
1	65	6719	6719	9	
0	73	3914	3914	8	
0	147	22625	22625	5	
0	88	14308	14308	9	
1	161	18953	18953	1	
0	131	18978	18978	9	
1	46	8343	8343	5	
0	78	3241	3241	4	
0	125	13735	13735	3	
0	178	31192	31192	5	
0	18	3124	3124	4	
0	159	708	708	7	
1	135	23748	23748	10	
0	104	15057	15057	5	
1	34	4647	4647	9	
1	197	17869	17869	2	
1	48	7195	7195	8	
0	199	33425	33425	3	
1	36	380	380	8	
0	112	3212	3212	5	
1	97	13347	13347	3	
1	105	15034	15034	6	
0	44	2965	2965	2	
0	25	44	44	2	
1	113	20480	20480	5	
1	13	1310	1310	4	
0	129	3019	3019	6	
1	103	13716	13716	4	
0	137	7281	7281	3	
1	98	18448	18448	7	
1	181	30433	30433	1	
0	40	2430	2430	7	
0	112	3207	3207	9	
0	8	1184	1184	10	
0	27	287	287	3	
1	63	10404	10404	5	
1	111	16154	16154	8	
1	165	13507	13507	10	
0	101	15793	15793	4	
1	131	9122	9122	1	
0	199	16216	16216	6	
1	98	1388	1388	2	
1	30	1456	1456	8	
1	167	5208	5208	1	
1	179	13329	13329	2	
0	11	460	460	9	
0	136	5595	5595	3	
1	179	6961	6961	6	
1	106	9615	9615	2	
1	103	2354	2354	9	
0	67	7526	7526	2	
1	72	7721	7721	3	
1	50	8454	8454	2	
0	124	16752	16752	3	
0	149	17863	17863	8	
0	86	1	1	7	
0	133	25366	25366	7	
0	62	9580	9580	10	
1	47	7294	7294	9	
0	128	9537	9537	9	
0	118	1052	1052	7	
1	31	6053	6053	9	
0	42	4887	4887	7	
1	167	15200	15200	6	
1	60	4985	4985	1	
0	89	12895	12895	7	
1	61	9709	9709	3	
