140 	
15	16
1	157	6079	6079	2	
0	144	2307	2307	8	
0	145	284	284	6	
0	3	58	58	10	
0	100	1874	1874	5	
1	116	5843	5843	4	
0	109	5813	5813	8	
0	47	2571	2571	7	
1	70	4874	4874	4	
0	151	4542	4542	8	
1	19	501	501	5	
1	195	4836	4836	2	
0	93	1321	1321	10	
0	27	299	299	7	
1	153	2091	2091	2	
0	92	3961	3961	2	
0	35	994	994	5	
0	28	1080	1080	4	
1	35	1427	1427	7	
1	185	12946	12946	1	
1	184	11221	11221	6	
0	14	909	909	5	
1	122	8492	8492	1	
1	87	4309	4309	9	
0	54	2016	2016	10	
0	162	7721	7721	8	
0	84	5552	5552	7	
1	140	3598	3598	6	
0	130	8431	8431	5	
0	85	2334	2334	7	
1	115	2483	2483	2	
1	36	427	427	9	
1	107	3339	3339	4	
0	192	10323	10323	1	
1	163	1278	1278	6	
1	80	1194	1194	5	
1	150	5840	5840	9	
0	180	8747	8747	9	
1	11	563	563	8	
1	35	2226	2226	3	
0	184	9188	9188	9	
1	87	4217	4217	5	
0	108	1513	1513	9	
0	186	10863	10863	3	
1	99	389	389	5	
0	38	1998	1998	3	
0	144	532	532	8	
0	40	728	728	2	
1	71	2408	2408	10	
0	131	7452	7452	9	
0	106	4535	4535	1	
0	107	6929	6929	7	
1	35	951	951	2	
1	200	6488	6488	9	
0	173	7335	7335	9	
0	89	508	508	3	
1	22	1402	1402	9	
1	36	2127	2127	10	
1	51	1350	1350	5	
1	50	1248	1248	5	
1	164	3113	3113	4	
1	83	1017	1017	9	
1	87	1276	1276	4	
1	70	2066	2066	1	
0	138	163	163	1	
1	34	1175	1175	9	
1	196	11660	11660	1	
0	168	4581	4581	9	
0	75	2156	2156	8	
1	164	3265	3265	6	
0	129	7545	7545	8	
0	8	388	388	8	
1	106	738	738	10	
1	33	1703	1703	4	
0	66	3506	3506	7	
0	46	1816	1816	1	
1	78	4042	4042	6	
1	126	4870	4870	6	
1	17	447	447	8	
1	149	10265	10265	3	
0	41	2354	2354	3	
1	131	7821	7821	4	
0	173	2704	2704	10	
0	193	8867	8867	10	
1	32	1584	1584	7	
1	146	7630	7630	10	
0	125	563	563	9	
1	108	6368	6368	1	
1	178	959	959	6	
1	190	1044	1044	3	
1	56	161	161	4	
1	52	943	943	5	
0	102	4262	4262	2	
0	126	6957	6957	7	
0	37	1934	1934	5	
0	33	925	925	9	
0	59	3631	3631	9	
1	120	7085	7085	7	
0	154	10658	10658	3	
0	51	964	964	1	
1	161	956	956	1	
1	47	1221	1221	8	
1	112	3725	3725	1	
0	47	2066	2066	5	
1	125	8694	8694	2	
1	169	9624	9624	2	
0	158	6785	6785	4	
0	16	587	587	5	
0	4	2	2	3	
0	85	5361	5361	9	
0	171	401	401	10	
1	143	2754	2754	10	
1	185	7	7	9	
0	97	1579	1579	3	
0	3	170	170	3	
0	103	5385	5385	2	
1	35	1633	1633	8	
0	199	10197	10197	7	
0	40	66	66	10	
1	164	10003	10003	7	
0	112	4958	4958	5	
1	112	4214	4214	2	
1	132	7774	7774	7	
0	51	3158	3158	10	
0	28	1574	1574	1	
1	200	6334	6334	10	
0	69	591	591	5	
0	67	1389	1389	8	
1	137	7267	7267	3	
1	106	4079	4079	9	
1	1	36	36	9	
1	96	1217	1217	10	
1	40	1086	1086	4	
0	192	6416	6416	5	
1	133	4243	4243	6	
1	3	147	147	6	
1	158	10348	10348	7	
0	172	9992	9992	5	
1	154	1087	1087	7	
0	60	3240	3240	9	
